t	stream	y_obs	y_pred_q05	y_pred_q25	y_pred_q50	y_pred_q75	y_pred_q95	log_score	crps	pit	ess
3038	weekly_cases	275	190.000000	231.000000	267.000000	309.000000	372.000000	-4.967294	13.737303	0.562500	1503.54
3045	joint	222	187.000000	224.000000	256.000000	291.000000	345.000000	-4.960445	20.688528	0.236500	1343.36
3045	weekly_cases	222	187.000000	224.000000	256.000000	291.000000	345.000000	-4.960445	20.688528	0.236500	1343.36
3052	joint	240	163.000000	202.000000	233.000000	268.250000	331.000000	-4.859889	11.895442	0.561500	1458.52
3052	weekly_cases	240	163.000000	202.000000	233.000000	268.250000	331.000000	-4.859889	11.895442	0.561500	1458.52
3059	joint	320	170.000000	213.000000	246.000000	284.000000	351.050000	-5.946388	46.253080	0.888000	740.50
3059	weekly_cases	320	170.000000	213.000000	246.000000	284.000000	351.050000	-5.946388	46.253080	0.888000	740.50
3066	joint	330	226.000000	279.000000	324.000000	375.000000	467.000000	-5.196136	16.842803	0.544000	1443.75
3066	weekly_cases	330	226.000000	279.000000	324.000000	375.000000	467.000000	-5.196136	16.842803	0.544000	1443.75
3073	joint	519	251.950000	310.000000	355.000000	409.000000	496.050000	-7.212505	116.771921	0.966500	365.01
3073	weekly_cases	519	251.950000	310.000000	355.000000	409.000000	496.050000	-7.212505	116.771921	0.966500	365.01
3080	joint	553	376.950000	459.000000	527.000000	603.000000	736.000000	-5.689626	27.707129	0.605000	1451.37
3080	weekly_cases	553	376.950000	459.000000	527.000000	603.000000	736.000000	-5.689626	27.707129	0.605000	1451.37
3087	joint	745	419.950000	511.000000	584.000000	668.000000	810.050000	-6.679342	99.173479	0.882500	791.49
3087	weekly_cases	745	419.950000	511.000000	584.000000	668.000000	810.050000	-6.679342	99.173479	0.882500	791.49
3094	joint	639	544.950000	660.000000	760.000000	867.000000	1049.000000	-6.125718	71.941858	0.202000	1182.36
3094	weekly_cases	639	544.950000	660.000000	760.000000	867.000000	1049.000000	-6.125718	71.941858	0.202000	1182.36
3101	joint	714	504.000000	608.000000	701.000000	806.000000	993.050000	-5.891157	35.010351	0.534500	1498.92
3101	weekly_cases	714	504.000000	608.000000	701.000000	806.000000	993.050000	-5.891157	35.010351	0.534500	1498.92
3108	joint	605	531.750000	634.000000	738.000000	850.000000	1031.050000	-6.192810	80.199059	0.174500	1060.86
3108	weekly_cases	605	531.750000	634.000000	738.000000	850.000000	1031.050000	-6.192810	80.199059	0.174500	1060.86
3115	joint	791	462.900000	566.750000	647.500000	745.000000	927.150000	-6.518533	84.234935	0.833500	956.22
3115	weekly_cases	791	462.900000	566.750000	647.500000	745.000000	927.150000	-6.518533	84.234935	0.833500	956.22
3122	joint	730	569.000000	689.750000	795.500000	906.000000	1124.100000	-6.017665	49.236744	0.340000	1406.49
3122	weekly_cases	730	569.000000	689.750000	795.500000	906.000000	1124.100000	-6.017665	49.236744	0.340000	1406.49
3129	joint	844	545.900000	670.000000	775.500000	886.000000	1081.250000	-6.172033	48.431452	0.666000	1361.37
3129	weekly_cases	844	545.900000	670.000000	775.500000	886.000000	1081.250000	-6.172033	48.431452	0.666000	1361.37
3136	joint	944	577.000000	693.750000	789.000000	895.250000	1081.050000	-6.577246	91.548687	0.825500	1070.36
3136	weekly_cases	944	577.000000	693.750000	789.000000	895.250000	1081.050000	-6.577246	91.548687	0.825500	1070.36
3143	joint	926	597.950000	721.750000	810.500000	914.000000	1084.050000	-6.302146	67.132216	0.778000	1332.09
3143	weekly_cases	926	597.950000	721.750000	810.500000	914.000000	1084.050000	-6.302146	67.132216	0.778000	1332.09
3150	joint	751	596.000000	704.000000	780.000000	878.250000	1037.100000	-5.806573	33.143289	0.401000	1669.62
3150	weekly_cases	751	596.000000	704.000000	780.000000	878.250000	1037.100000	-5.806573	33.143289	0.401000	1669.62
3157	joint	573	500.000000	589.750000	667.000000	748.000000	885.050000	-5.888136	55.752229	0.200500	1338.26
3157	weekly_cases	573	500.000000	589.750000	667.000000	748.000000	885.050000	-5.888136	55.752229	0.200500	1338.26
3164	joint	412	390.000000	471.000000	530.000000	598.250000	700.000000	-6.244371	77.108665	0.083000	924.57
3164	weekly_cases	412	390.000000	471.000000	530.000000	598.250000	700.000000	-6.244371	77.108665	0.083000	924.57
3171	joint	280	294.000000	350.000000	397.000000	451.000000	529.000000	-6.715231	82.748930	0.032000	562.19
3171	weekly_cases	280	294.000000	350.000000	397.000000	451.000000	529.000000	-6.715231	82.748930	0.032000	562.19
3178	joint	240	208.950000	253.000000	284.500000	322.000000	382.000000	-5.154769	27.719416	0.169000	1264.79
3178	weekly_cases	240	208.950000	253.000000	284.500000	322.000000	382.000000	-5.154769	27.719416	0.169000	1264.79
3185	joint	272	168.000000	204.000000	233.000000	267.000000	322.000000	-5.192242	22.685485	0.781000	1216.81
3185	weekly_cases	272	168.000000	204.000000	233.000000	267.000000	322.000000	-5.192242	22.685485	0.781000	1216.81
3192	joint	354	186.000000	226.000000	265.000000	306.000000	388.000000	-6.128845	57.347298	0.902000	678.48
3192	weekly_cases	354	186.000000	226.000000	265.000000	306.000000	388.000000	-6.128845	57.347298	0.902000	678.48
3199	joint	554	259.000000	316.000000	369.000000	426.000000	528.000000	-7.463325	133.524771	0.970000	300.97
3199	weekly_cases	554	259.000000	316.000000	369.000000	426.000000	528.000000	-7.463325	133.524771	0.970000	300.97
3206	joint	682	421.000000	523.000000	608.000000	699.250000	846.000000	-6.042528	46.760343	0.710000	1241.72
3206	weekly_cases	682	421.000000	523.000000	608.000000	699.250000	846.000000	-6.042528	46.760343	0.710000	1241.72
3213	joint	964	536.000000	658.000000	749.500000	855.250000	1065.150000	-6.977837	134.438173	0.888500	760.72
3213	weekly_cases	964	536.000000	658.000000	749.500000	855.250000	1065.150000	-6.977837	134.438173	0.888500	760.72
3220	joint	1094	735.900000	889.000000	1021.000000	1190.000000	1469.000000	-6.419538	61.854184	0.629000	1376.14
3220	weekly_cases	1094	735.900000	889.000000	1021.000000	1190.000000	1469.000000	-6.419538	61.854184	0.629000	1376.14
3227	joint	1252	848.950000	1034.750000	1181.000000	1367.250000	1658.050000	-6.532634	65.633291	0.609500	1399.91
3227	weekly_cases	1252	848.950000	1034.750000	1181.000000	1367.250000	1658.050000	-6.532634	65.633291	0.609500	1399.91
3234	joint	989	917.800000	1107.000000	1267.000000	1445.000000	1771.000000	-6.974185	178.346966	0.101000	906.31
3234	weekly_cases	989	917.800000	1107.000000	1267.000000	1445.000000	1771.000000	-6.974185	178.346966	0.101000	906.31
3241	joint	1208	794.950000	931.000000	1058.000000	1194.000000	1448.000000	-6.613158	90.142508	0.767500	1275.09
3241	weekly_cases	1208	794.950000	931.000000	1058.000000	1194.000000	1448.000000	-6.613158	90.142508	0.767500	1275.09
3248	joint	1129	861.950000	1048.750000	1207.000000	1387.250000	1685.000000	-6.384755	67.408678	0.376500	1447.72
3248	weekly_cases	1129	861.950000	1048.750000	1207.000000	1387.250000	1685.000000	-6.384755	67.408678	0.376500	1447.72
3255	joint	1560	869.000000	1054.000000	1203.000000	1386.000000	1682.100000	-7.477301	220.675661	0.897500	734.06
3255	weekly_cases	1560	869.000000	1054.000000	1203.000000	1386.000000	1682.100000	-7.477301	220.675661	0.897500	734.06
3262	joint	1488	1171.700000	1407.000000	1612.500000	1824.250000	2228.050000	-6.644718	92.752490	0.348000	1472.11
3262	weekly_cases	1488	1171.700000	1407.000000	1612.500000	1824.250000	2228.050000	-6.644718	92.752490	0.348000	1472.11
3269	joint	1404	1146.900000	1421.000000	1623.500000	1843.000000	2231.150000	-6.771425	133.492447	0.230500	1274.49
3269	weekly_cases	1404	1146.900000	1421.000000	1623.500000	1843.000000	2231.150000	-6.771425	133.492447	0.230500	1274.49
3276	joint	1797	1088.900000	1321.000000	1505.500000	1729.000000	2116.050000	-7.215858	170.766887	0.815000	1046.56
3276	weekly_cases	1797	1088.900000	1321.000000	1505.500000	1729.000000	2116.050000	-7.215858	170.766887	0.815000	1046.56
3283	joint	996	1325.000000	1604.750000	1822.500000	2070.250000	2517.000000	-10.808455	660.615495	0.002500	70.32
3283	weekly_cases	996	1325.000000	1604.750000	1822.500000	2070.250000	2517.000000	-10.808455	660.615495	0.002500	70.32
3290	joint	2705	891.000000	1071.750000	1231.000000	1421.000000	1733.100000	-13.657832	1299.096997	1.000000	3.12
3290	weekly_cases	2705	891.000000	1071.750000	1231.000000	1421.000000	1733.100000	-13.657832	1299.096997	1.000000	3.12
3297	joint	1905	1817.950000	2164.000000	2467.500000	2769.000000	3169.050000	-7.687312	360.854488	0.079500	858.54
3297	weekly_cases	1905	1817.950000	2164.000000	2467.500000	2769.000000	3169.050000	-7.687312	360.854488	0.079500	858.54
3304	joint	1777	1485.950000	1773.000000	1983.500000	2247.250000	2698.150000	-6.881096	132.444629	0.255500	1440.60
3304	weekly_cases	1777	1485.950000	1773.000000	1983.500000	2247.250000	2698.150000	-6.881096	132.444629	0.255500	1440.60
3311	joint	1421	1326.850000	1593.750000	1794.000000	2046.000000	2525.050000	-7.307644	242.596525	0.106000	911.43
3311	weekly_cases	1421	1326.850000	1593.750000	1794.000000	2046.000000	2525.050000	-7.307644	242.596525	0.106000	911.43
3318	joint	1470	1108.850000	1317.000000	1495.000000	1718.250000	2094.000000	-6.581060	69.081450	0.473500	1532.03
3318	weekly_cases	1470	1108.850000	1317.000000	1495.000000	1718.250000	2094.000000	-6.581060	69.081450	0.473500	1532.03
3325	joint	1661	1039.850000	1287.000000	1478.000000	1688.000000	2020.050000	-6.887023	112.203334	0.721000	1295.30
3325	weekly_cases	1661	1039.850000	1287.000000	1478.000000	1688.000000	2020.050000	-6.887023	112.203334	0.721000	1295.30
3332	joint	1507	1182.950000	1434.000000	1644.000000	1869.250000	2300.050000	-6.691699	97.181703	0.340000	1441.99
3332	weekly_cases	1507	1182.950000	1434.000000	1644.000000	1869.250000	2300.050000	-6.691699	97.181703	0.340000	1441.99
3339	joint	1832	1130.900000	1351.000000	1550.000000	1772.000000	2154.200000	-7.152064	164.226301	0.800000	1124.25
3339	weekly_cases	1832	1130.900000	1351.000000	1550.000000	1772.000000	2154.200000	-7.152064	164.226301	0.800000	1124.25
3346	joint	1624	1269.900000	1558.000000	1759.000000	2004.250000	2447.150000	-6.743465	101.960587	0.329500	1467.43
3346	weekly_cases	1624	1269.900000	1558.000000	1759.000000	2004.250000	2447.150000	-6.743465	101.960587	0.329500	1467.43
3353	joint	1621	1233.000000	1459.000000	1664.500000	1876.000000	2257.100000	-6.638916	74.574568	0.451500	1587.45
3353	weekly_cases	1621	1233.000000	1459.000000	1664.500000	1876.000000	2257.100000	-6.638916	74.574568	0.451500	1587.45
3360	joint	1371	1174.900000	1423.000000	1607.000000	1827.000000	2228.550000	-6.838871	147.677779	0.190000	1218.06
3360	weekly_cases	1371	1174.900000	1423.000000	1607.000000	1827.000000	2228.550000	-6.838871	147.677779	0.190000	1218.06
3367	joint	1439	1033.000000	1231.000000	1411.500000	1602.500000	1928.050000	-6.560676	65.504983	0.542500	1529.82
3367	weekly_cases	1439	1033.000000	1231.000000	1411.500000	1602.500000	1928.050000	-6.560676	65.504983	0.542500	1529.82
3374	joint	1133	1022.800000	1230.000000	1406.000000	1616.250000	1965.050000	-6.941806	171.759595	0.133500	998.63
3374	weekly_cases	1133	1022.800000	1230.000000	1406.000000	1616.250000	1965.050000	-6.941806	171.759595	0.133500	998.63
3381	joint	953	860.950000	1039.000000	1188.500000	1352.000000	1630.050000	-6.764350	146.072230	0.129500	998.51
3381	weekly_cases	953	860.950000	1039.000000	1188.500000	1352.000000	1630.050000	-6.764350	146.072230	0.129500	998.51
3388	joint	1032	705.000000	861.000000	977.000000	1119.000000	1370.000000	-6.235822	50.994456	0.600000	1505.83
3388	weekly_cases	1032	705.000000	861.000000	977.000000	1119.000000	1370.000000	-6.235822	50.994456	0.600000	1505.83
3395	joint	835	702.950000	859.750000	980.000000	1121.000000	1358.000000	-6.346795	90.943508	0.217500	1215.90
3395	weekly_cases	835	702.950000	859.750000	980.000000	1121.000000	1358.000000	-6.346795	90.943508	0.217500	1215.90
3402	joint	629	594.950000	708.000000	797.000000	900.250000	1085.000000	-6.514930	108.917580	0.097000	950.83
3402	weekly_cases	629	594.950000	708.000000	797.000000	900.250000	1085.000000	-6.514930	108.917580	0.097000	950.83
3409	joint	419	449.000000	534.000000	602.500000	676.250000	804.000000	-7.351409	133.155935	0.021500	486.67
3409	weekly_cases	419	449.000000	534.000000	602.500000	676.250000	804.000000	-7.351409	133.155935	0.021500	486.67
3416	joint	369	332.000000	404.000000	459.000000	525.000000	633.100000	-5.822128	56.934084	0.132000	1037.59
3416	weekly_cases	369	332.000000	404.000000	459.000000	525.000000	633.100000	-5.822128	56.934084	0.132000	1037.59
3423	joint	305	278.000000	335.000000	381.500000	435.000000	532.000000	-5.636187	48.106958	0.122500	1000.28
3423	weekly_cases	305	278.000000	335.000000	381.500000	435.000000	532.000000	-5.636187	48.106958	0.122500	1000.28
3430	joint	345	230.950000	278.000000	315.000000	362.000000	443.000000	-5.275104	20.056165	0.672000	1392.63
3430	weekly_cases	345	230.950000	278.000000	315.000000	362.000000	443.000000	-5.275104	20.056165	0.672000	1392.63
3437	joint	269	230.000000	287.000000	333.000000	381.000000	457.000000	-5.441978	38.019755	0.171500	1044.82
3437	weekly_cases	269	230.000000	287.000000	333.000000	381.000000	457.000000	-5.441978	38.019755	0.171500	1044.82
3444	joint	297	201.000000	249.000000	286.000000	329.000000	399.050000	-5.069909	14.785127	0.574000	1449.10
3444	weekly_cases	297	201.000000	249.000000	286.000000	329.000000	399.050000	-5.069909	14.785127	0.574000	1449.10
3451	joint	207	206.000000	252.000000	291.000000	332.000000	404.000000	-6.030841	56.448342	0.052000	599.58
3451	weekly_cases	207	206.000000	252.000000	291.000000	332.000000	404.000000	-6.030841	56.448342	0.052000	599.58
3458	joint	291	164.000000	202.000000	230.000000	265.000000	318.050000	-5.668704	36.685495	0.874500	886.99
3458	weekly_cases	291	164.000000	202.000000	230.000000	265.000000	318.050000	-5.668704	36.685495	0.874500	886.99
3465	joint	173	190.950000	235.000000	271.000000	312.000000	386.050000	-6.777384	71.413888	0.018500	324.78
3465	weekly_cases	173	190.950000	235.000000	271.000000	312.000000	386.050000	-6.777384	71.413888	0.018500	324.78
3472	joint	145	143.000000	178.000000	206.000000	235.000000	287.050000	-5.694355	40.952126	0.055500	579.78
3472	weekly_cases	145	143.000000	178.000000	206.000000	235.000000	287.050000	-5.694355	40.952126	0.055500	579.78
3479	joint	110	114.000000	138.750000	161.000000	186.000000	232.000000	-5.565604	35.155577	0.039000	549.50
3479	weekly_cases	110	114.000000	138.750000	161.000000	186.000000	232.000000	-5.565604	35.155577	0.039000	549.50
3486	joint	107	88.000000	108.000000	125.000000	145.000000	179.000000	-4.334551	11.275014	0.238000	1263.06
3486	weekly_cases	107	88.000000	108.000000	125.000000	145.000000	179.000000	-4.334551	11.275014	0.238000	1263.06
3493	joint	65	76.000000	93.000000	109.000000	128.000000	159.050000	-6.215698	33.015374	0.014000	271.33
3493	weekly_cases	65	76.000000	93.000000	109.000000	128.000000	159.050000	-6.215698	33.015374	0.014000	271.33
3500	joint	80	51.000000	65.000000	77.000000	89.000000	110.000000	-3.821857	4.355545	0.578000	1516.85
3500	weekly_cases	80	51.000000	65.000000	77.000000	89.000000	110.000000	-3.821857	4.355545	0.578000	1516.85
3507	joint	50	45.000000	57.000000	67.000000	77.000000	95.000000	-4.194999	10.603267	0.130500	913.03
3507	weekly_cases	50	45.000000	57.000000	67.000000	77.000000	95.000000	-4.194999	10.603267	0.130500	913.03
3514	joint	67	32.000000	42.000000	50.000000	58.000000	73.000000	-4.426704	10.839254	0.902000	804.15
3514	weekly_cases	67	32.000000	42.000000	50.000000	58.000000	73.000000	-4.426704	10.839254	0.902000	804.15
3521	joint	29	32.000000	42.000000	49.000000	57.000000	72.000000	-5.094657	14.518831	0.025000	381.32
3521	weekly_cases	29	32.000000	42.000000	49.000000	57.000000	72.000000	-5.094657	14.518831	0.025000	381.32
3528	joint	20	22.000000	30.000000	35.000000	41.000000	52.000000	-4.737143	11.020305	0.031500	389.63
3528	weekly_cases	20	22.000000	30.000000	35.000000	41.000000	52.000000	-4.737143	11.020305	0.031500	389.63
3535	joint	27	15.000000	21.000000	25.000000	30.000000	38.000000	-2.918554	1.841917	0.645500	1560.71
3535	weekly_cases	27	15.000000	21.000000	25.000000	30.000000	38.000000	-2.918554	1.841917	0.645500	1560.71
3542	joint	19	12.000000	17.000000	21.000000	26.000000	33.000000	-2.796015	1.811983	0.395500	1427.99
3542	weekly_cases	19	12.000000	17.000000	21.000000	26.000000	33.000000	-2.796015	1.811983	0.395500	1427.99
3549	joint	16	10.000000	15.000000	18.000000	22.250000	30.000000	-2.718608	1.724141	0.375000	1393.86
3549	weekly_cases	16	10.000000	15.000000	18.000000	22.250000	30.000000	-2.718608	1.724141	0.375000	1393.86
3556	joint	13	8.950000	13.000000	17.000000	21.000000	29.000000	-2.826955	2.443344	0.274500	1172.62
3556	weekly_cases	13	8.950000	13.000000	17.000000	21.000000	29.000000	-2.826955	2.443344	0.274500	1172.62
3563	joint	9	8.000000	12.000000	16.000000	20.000000	28.000000	-3.344487	4.583016	0.104000	660.48
3563	weekly_cases	9	8.000000	12.000000	16.000000	20.000000	28.000000	-3.344487	4.583016	0.104000	660.48
3570	joint	13	6.000000	10.000000	14.000000	18.000000	24.000000	-2.589746	1.283924	0.492000	1369.38
3570	weekly_cases	13	6.000000	10.000000	14.000000	18.000000	24.000000	-2.589746	1.283924	0.492000	1369.38
3577	joint	13	7.000000	11.000000	14.500000	19.000000	26.000000	-2.669073	1.496849	0.425500	1296.37
3577	weekly_cases	13	7.000000	11.000000	14.500000	19.000000	26.000000	-2.669073	1.496849	0.425500	1296.37
3584	joint	19	7.000000	11.000000	15.000000	19.000000	27.000000	-3.031163	2.414230	0.763500	1136.80
3584	weekly_cases	19	7.000000	11.000000	15.000000	19.000000	27.000000	-3.031163	2.414230	0.763500	1136.80
3591	joint	12	9.000000	14.000000	18.000000	23.000000	32.000000	-3.199060	4.102514	0.149000	839.17
3591	weekly_cases	12	9.000000	14.000000	18.000000	23.000000	32.000000	-3.199060	4.102514	0.149000	839.17
3598	joint	31	8.000000	12.000000	16.000000	20.000000	27.000000	-5.192101	11.216408	0.982500	225.47
3598	weekly_cases	31	8.000000	12.000000	16.000000	20.000000	27.000000	-5.192101	11.216408	0.982500	225.47
3605	joint	24	13.000000	19.000000	24.000000	30.000000	40.000000	-3.021300	1.897191	0.518500	1362.30
3605	weekly_cases	24	13.000000	19.000000	24.000000	30.000000	40.000000	-3.021300	1.897191	0.518500	1362.30
3612	joint	15	15.000000	21.000000	27.000000	32.000000	43.000000	-3.914227	7.763173	0.066000	521.75
3612	weekly_cases	15	15.000000	21.000000	27.000000	32.000000	43.000000	-3.914227	7.763173	0.066000	521.75
3619	joint	20	12.000000	17.000000	21.000000	26.000000	35.000000	-2.846706	1.691794	0.460000	1404.41
3619	weekly_cases	20	12.000000	17.000000	21.000000	26.000000	35.000000	-2.846706	1.691794	0.460000	1404.41
3626	joint	12	12.000000	17.000000	22.000000	28.000000	38.050000	-3.856958	6.941710	0.068500	499.79
3626	weekly_cases	12	12.000000	17.000000	22.000000	28.000000	38.050000	-3.856958	6.941710	0.068500	499.79
3633	joint	17	9.000000	14.000000	18.000000	23.000000	31.000000	-2.784008	1.625211	0.452000	1370.18
3633	weekly_cases	17	9.000000	14.000000	18.000000	23.000000	31.000000	-2.784008	1.625211	0.452000	1370.18
3640	joint	12	10.000000	15.000000	19.000000	24.000000	33.000000	-3.253861	4.407628	0.141500	774.56
3640	weekly_cases	12	10.000000	15.000000	19.000000	24.000000	33.000000	-3.253861	4.407628	0.141500	774.56
3647	joint	1	8.000000	13.000000	16.000000	21.000000	30.000000	-9.808669	12.623447	0.000000	66.68
3647	weekly_cases	1	8.000000	13.000000	16.000000	21.000000	30.000000	-9.808669	12.623447	0.000000	66.68
3654	joint	9	5.000000	8.000000	11.000000	14.000000	19.000000	-2.300345	1.252999	0.388000	1438.05
3654	weekly_cases	9	5.000000	8.000000	11.000000	14.000000	19.000000	-2.300345	1.252999	0.388000	1438.05
3661	joint	13	4.000000	7.000000	10.000000	13.000000	18.000000	-2.746405	1.901637	0.813500	1156.38
3661	weekly_cases	13	4.000000	7.000000	10.000000	13.000000	18.000000	-2.746405	1.901637	0.813500	1156.38
3668	joint	18	4.000000	8.000000	10.000000	13.000000	19.000000	-3.894424	5.161065	0.945500	531.98
3668	weekly_cases	18	4.000000	8.000000	10.000000	13.000000	19.000000	-3.894424	5.161065	0.945500	531.98
3675	joint	12	7.000000	11.000000	14.000000	19.000000	26.000000	-2.656539	1.777023	0.369000	1259.08
3675	weekly_cases	12	7.000000	11.000000	14.000000	19.000000	26.000000	-2.656539	1.777023	0.369000	1259.08
3682	joint	11	7.000000	11.000000	15.000000	19.000000	25.000000	-2.721707	2.291811	0.273500	1141.28
3682	weekly_cases	11	7.000000	11.000000	15.000000	19.000000	25.000000	-2.721707	2.291811	0.273500	1141.28
3689	joint	19	6.000000	10.000000	14.000000	18.000000	25.000000	-3.164768	2.973093	0.810000	1007.61
3689	weekly_cases	19	6.000000	10.000000	14.000000	18.000000	25.000000	-3.164768	2.973093	0.810000	1007.61
3696	joint	16	10.000000	14.000000	18.000000	23.000000	32.000000	-2.785690	1.888526	0.401500	1309.33
3696	weekly_cases	16	10.000000	14.000000	18.000000	23.000000	32.000000	-2.785690	1.888526	0.401500	1309.33
3703	joint	29	9.000000	14.000000	19.000000	24.000000	33.000000	-3.967458	6.436281	0.906000	646.49
3703	weekly_cases	29	9.000000	14.000000	19.000000	24.000000	33.000000	-3.967458	6.436281	0.906000	646.49
3710	joint	33	16.000000	22.000000	28.000000	35.000000	47.000000	-3.404054	3.148435	0.696500	1178.20
3710	weekly_cases	33	16.000000	22.000000	28.000000	35.000000	47.000000	-3.404054	3.148435	0.696500	1178.20
3717	joint	33	20.000000	28.000000	35.000000	43.000000	57.000000	-3.290888	2.674586	0.460500	1332.13
3717	weekly_cases	33	20.000000	28.000000	35.000000	43.000000	57.000000	-3.290888	2.674586	0.460500	1332.13
3724	joint	41	22.000000	30.000000	37.000000	45.000000	60.000000	-3.450807	3.130520	0.652000	1294.18
3724	weekly_cases	41	22.000000	30.000000	37.000000	45.000000	60.000000	-3.450807	3.130520	0.652000	1294.18
3731	joint	57	26.000000	36.000000	44.000000	53.000000	69.000000	-4.090426	7.568277	0.833000	922.06
3731	weekly_cases	57	26.000000	36.000000	44.000000	53.000000	69.000000	-4.090426	7.568277	0.833000	922.06
3738	joint	32	37.000000	49.000000	59.000000	70.250000	90.050000	-5.542444	19.745067	0.016000	251.91
3738	weekly_cases	32	37.000000	49.000000	59.000000	70.250000	90.050000	-5.542444	19.745067	0.016000	251.91
3745	joint	45	27.000000	37.000000	46.000000	56.000000	73.000000	-3.535128	3.306363	0.468000	1306.08
3745	weekly_cases	45	27.000000	37.000000	46.000000	56.000000	73.000000	-3.535128	3.306363	0.468000	1306.08
3752	joint	67	30.000000	41.000000	49.000000	59.000000	77.000000	-4.442454	10.873407	0.885500	773.50
3752	weekly_cases	67	30.000000	41.000000	49.000000	59.000000	77.000000	-4.442454	10.873407	0.885500	773.50
3759	joint	67	42.000000	56.000000	67.000000	79.000000	102.000000	-3.792213	3.999584	0.516000	1386.09
3759	weekly_cases	67	42.000000	56.000000	67.000000	79.000000	102.000000	-3.792213	3.999584	0.516000	1386.09
3766	joint	93	44.000000	57.000000	67.000000	79.000000	98.000000	-4.914427	16.444439	0.928500	681.38
3766	weekly_cases	93	44.000000	57.000000	67.000000	79.000000	98.000000	-4.914427	16.444439	0.928500	681.38
3773	joint	72	54.000000	67.000000	78.000000	91.000000	114.000000	-3.806801	5.052171	0.368000	1450.51
3773	weekly_cases	72	54.000000	67.000000	78.000000	91.000000	114.000000	-3.806801	5.052171	0.368000	1450.51
3780	joint	71	49.000000	64.000000	75.000000	88.000000	111.000000	-3.802382	4.544590	0.428500	1433.01
3780	weekly_cases	71	49.000000	64.000000	75.000000	88.000000	111.000000	-3.802382	4.544590	0.428500	1433.01
3787	joint	58	49.950000	64.000000	76.000000	90.000000	115.000000	-4.210752	11.089525	0.150500	939.74
3787	weekly_cases	58	49.950000	64.000000	76.000000	90.000000	115.000000	-4.210752	11.089525	0.150500	939.74
3794	joint	61	44.000000	58.000000	70.000000	83.000000	105.000000	-3.883201	5.832822	0.326500	1234.28
3794	weekly_cases	61	44.000000	58.000000	70.000000	83.000000	105.000000	-3.883201	5.832822	0.326500	1234.28
3801	joint	42	43.000000	56.000000	68.000000	81.000000	104.000000	-4.899442	17.819098	0.049000	443.45
3801	weekly_cases	42	43.000000	56.000000	68.000000	81.000000	104.000000	-4.899442	17.819098	0.049000	443.45
3808	joint	68	34.000000	45.000000	54.000000	65.000000	83.000000	-4.181366	8.083973	0.817500	986.69
3808	weekly_cases	68	34.000000	45.000000	54.000000	65.000000	83.000000	-4.181366	8.083973	0.817500	986.69
3815	joint	83	45.000000	58.000000	68.000000	81.000000	106.000000	-4.262036	8.487602	0.789000	1075.17
3815	weekly_cases	83	45.000000	58.000000	68.000000	81.000000	106.000000	-4.262036	8.487602	0.789000	1075.17
3822	joint	93	58.000000	73.000000	88.000000	102.000000	129.000000	-4.042602	5.501017	0.606500	1408.04
3822	weekly_cases	93	58.000000	73.000000	88.000000	102.000000	129.000000	-4.042602	5.501017	0.606500	1408.04
3829	joint	81	66.950000	85.000000	101.000000	118.000000	150.050000	-4.316075	11.858393	0.196500	1052.69
3829	weekly_cases	81	66.950000	85.000000	101.000000	118.000000	150.050000	-4.316075	11.858393	0.196500	1052.69
3836	joint	94	62.000000	79.000000	95.000000	111.000000	142.000000	-4.044951	5.470722	0.495000	1415.21
3836	weekly_cases	94	62.000000	79.000000	95.000000	111.000000	142.000000	-4.044951	5.470722	0.495000	1415.21
3843	joint	121	68.000000	86.000000	102.000000	120.000000	151.000000	-4.554120	11.005104	0.766500	1116.01
3843	weekly_cases	121	68.000000	86.000000	102.000000	120.000000	151.000000	-4.554120	11.005104	0.766500	1116.01
3850	joint	191	85.000000	108.000000	127.000000	151.000000	190.000000	-6.081642	43.305277	0.953000	399.70
3850	weekly_cases	191	85.000000	108.000000	127.000000	151.000000	190.000000	-6.081642	43.305277	0.953000	399.70
3857	joint	169	135.950000	171.000000	200.000000	232.000000	287.050000	-4.821118	18.859451	0.242500	1190.34
3857	weekly_cases	169	135.950000	171.000000	200.000000	232.000000	287.050000	-4.821118	18.859451	0.242500	1190.34
3864	joint	147	126.000000	156.000000	179.000000	208.000000	257.000000	-4.833648	20.281568	0.164500	1082.30
3864	weekly_cases	147	126.000000	156.000000	179.000000	208.000000	257.000000	-4.833648	20.281568	0.164500	1082.30
3871	joint	126	104.000000	129.000000	148.000000	168.000000	204.000000	-4.487308	13.257861	0.218500	1295.54
3871	weekly_cases	126	104.000000	129.000000	148.000000	168.000000	204.000000	-4.487308	13.257861	0.218500	1295.54
3878	joint	123	85.000000	104.000000	121.000000	139.000000	169.000000	-4.159678	6.025211	0.541500	1584.12
3878	weekly_cases	123	85.000000	104.000000	121.000000	139.000000	169.000000	-4.159678	6.025211	0.541500	1584.12
3885	joint	105	74.000000	94.000000	108.000000	125.000000	152.000000	-4.046518	5.641112	0.455000	1554.63
3885	weekly_cases	105	74.000000	94.000000	108.000000	125.000000	152.000000	-4.046518	5.641112	0.455000	1554.63
3892	joint	81	64.000000	82.000000	95.000000	109.000000	133.000000	-4.060819	8.349665	0.246500	1301.15
3892	weekly_cases	81	64.000000	82.000000	95.000000	109.000000	133.000000	-4.060819	8.349665	0.246500	1301.15
